,EmployeeNumber,Gender,EducationField,Age,MaritalStatus,Department,JobRole,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1279,1792,Male,Medical,44,Divorced,Research & Development,Research Scientist,Yes,Travel_Frequently,429,1,2,3,99,3,1,2,2342,11092,1,Yes,12,3,3,3,6,2,2,5,3,2,3
1280,1794,Male,Other,37,Divorced,Human Resources,Human Resources,No,Travel_Rarely,1239,8,2,3,89,3,2,2,4071,12832,2,No,13,3,3,0,19,4,2,10,0,4,7
1281,1797,Male,Life Sciences,35,Single,Sales,Sales Executive,Yes,Travel_Rarely,303,27,3,3,84,3,2,4,5813,13492,1,Yes,18,3,4,0,10,2,3,10,7,7,7
1282,1798,Male,Life Sciences,33,Married,Research & Development,Research Scientist,No,Travel_Rarely,867,8,4,4,90,4,1,1,3143,6076,6,No,19,3,2,1,14,1,3,10,8,7,6
1283,1799,Male,Life Sciences,28,Married,Research & Development,Research Scientist,No,Travel_Rarely,1181,1,3,3,82,3,1,4,2044,5531,1,No,11,3,3,1,5,6,4,5,3,0,3
1284,1800,Male,Medical,39,Single,Research & Development,Research Director,No,Travel_Rarely,1253,10,1,3,65,3,3,3,13464,7914,7,No,21,4,3,0,9,3,3,4,3,2,2
1285,1801,Male,Life Sciences,46,Single,Sales,Sales Executive,No,Non-Travel,849,26,2,2,98,2,2,2,7991,25166,8,No,15,3,3,0,6,3,3,2,2,2,2
1286,1802,Female,Life Sciences,40,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,616,2,2,3,99,3,1,1,3377,25605,4,No,17,3,4,1,7,5,2,4,3,0,2
1287,1803,Male,Medical,42,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,1128,13,3,2,95,4,2,1,5538,5696,5,No,18,3,3,2,10,2,2,0,0,0,0
1288,1804,Male,Medical,35,Divorced,Research & Development,Manufacturing Director,No,Non-Travel,1180,2,2,2,90,3,2,4,5762,24442,2,No,14,3,3,1,15,6,3,7,7,1,7
1289,1805,Male,Human Resources,38,Divorced,Human Resources,Human Resources,No,Non-Travel,1336,2,3,1,100,3,1,2,2592,7129,5,No,13,3,4,3,13,3,3,11,10,3,8
1290,1807,Male,Life Sciences,34,Married,Research & Development,Laboratory Technician,Yes,Travel_Frequently,234,9,4,4,93,3,2,1,5346,6208,4,No,17,3,3,1,11,3,2,7,1,0,7
1291,1809,Male,Medical,37,Single,Research & Development,Manufacturing Director,Yes,Travel_Rarely,370,10,4,4,58,3,2,1,4213,4992,1,No,15,3,2,0,10,4,1,10,3,0,8
1292,1812,Male,Life Sciences,39,Divorced,Sales,Sales Executive,No,Travel_Frequently,766,20,3,3,83,3,2,4,4127,19188,2,No,18,3,4,1,7,6,3,2,1,2,2
1293,1813,Male,Life Sciences,43,Single,Research & Development,Research Scientist,No,Non-Travel,343,9,3,1,52,3,1,3,2438,24978,4,No,13,3,3,0,7,2,2,3,2,1,2
1294,1814,Male,Life Sciences,41,Single,Research & Development,Healthcare Representative,No,Travel_Rarely,447,5,3,2,85,4,2,2,6870,15530,3,No,12,3,1,0,11,3,1,3,2,1,2
1295,1815,Female,Marketing,41,Divorced,Sales,Sales Executive,No,Travel_Rarely,796,4,1,3,81,3,3,3,10447,26458,0,Yes,13,3,4,1,23,3,4,22,14,13,5
1296,1816,Female,Medical,30,Single,Research & Development,Manufacturing Director,No,Travel_Rarely,1092,10,3,1,64,3,3,3,9667,2739,9,No,14,3,2,0,9,3,3,7,7,0,2
1297,1818,Female,Medical,26,Married,Human Resources,Human Resources,Yes,Travel_Rarely,920,20,2,4,69,3,1,2,2148,6889,0,Yes,11,3,3,0,6,3,3,5,1,1,4
1298,1821,Female,Medical,46,Married,Research & Development,Healthcare Representative,Yes,Travel_Rarely,261,21,2,4,66,3,2,2,8926,10842,4,No,22,4,4,1,13,2,4,9,7,3,7
1299,1822,Female,Life Sciences,40,Divorced,Research & Development,Healthcare Representative,No,Travel_Rarely,1194,1,3,3,52,3,2,4,6513,9060,4,No,17,3,4,1,12,3,3,5,3,0,3
1300,1823,Male,Technical Degree,34,Married,Sales,Sales Executive,No,Travel_Rarely,810,8,2,2,92,4,2,3,6799,22128,1,No,21,4,3,2,10,5,3,10,8,4,8
1301,1824,Male,Medical,58,Divorced,Sales,Manager,No,Non-Travel,350,2,3,2,52,3,4,2,16291,22577,4,No,22,4,4,1,37,0,2,16,9,14,14
1302,1826,Male,Medical,35,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,185,23,4,2,91,1,1,3,2705,9696,0,No,16,3,2,1,6,2,4,5,4,0,3
1303,1827,Female,Life Sciences,47,Divorced,Research & Development,Manufacturing Director,No,Travel_Rarely,1001,4,3,3,92,2,3,2,10333,19271,8,Yes,12,3,3,1,28,4,3,22,11,14,10
1304,1829,Female,Life Sciences,40,Divorced,Research & Development,Healthcare Representative,No,Travel_Rarely,750,12,3,2,47,3,2,1,4448,10748,2,No,12,3,2,1,15,3,3,7,4,7,7
1305,1830,Female,Medical,54,Married,Research & Development,Research Scientist,No,Travel_Rarely,431,7,4,4,68,3,2,4,6854,15696,4,No,15,3,2,1,14,2,2,7,1,1,7
1306,1833,Female,Marketing,31,Married,Sales,Sales Executive,No,Travel_Frequently,1125,7,4,1,68,3,3,1,9637,8277,2,No,14,3,4,2,9,3,3,3,2,2,2
1307,1834,Female,Medical,28,Married,Research & Development,Research Scientist,No,Travel_Rarely,1217,1,3,3,67,3,1,1,3591,12719,1,No,25,4,3,1,3,3,3,3,2,1,2
1308,1835,Female,Marketing,38,Married,Sales,Sales Representative,No,Travel_Rarely,723,2,4,2,77,1,2,4,5405,4244,2,Yes,20,4,1,2,20,4,2,4,2,0,3
1309,1836,Male,Medical,26,Single,Sales,Sales Executive,No,Travel_Rarely,572,10,3,3,46,3,2,4,4684,9125,1,No,13,3,1,0,5,4,3,5,3,1,2
1310,1837,Male,Life Sciences,58,Married,Research & Development,Research Director,No,Travel_Frequently,1216,15,4,1,87,3,4,3,15787,21624,2,Yes,14,3,2,0,23,3,3,2,2,2,2
1311,1839,Female,Medical,18,Single,Research & Development,Research Scientist,No,Non-Travel,1431,14,3,2,33,3,1,3,1514,8018,1,No,16,3,3,0,0,4,1,0,0,0,0
1312,1842,Male,Human Resources,31,Married,Human Resources,Human Resources,Yes,Travel_Rarely,359,18,5,4,89,4,1,1,2956,21495,0,No,17,3,3,0,2,4,3,1,0,0,0
1313,1844,Male,Human Resources,29,Divorced,Human Resources,Human Resources,Yes,Travel_Rarely,350,13,3,1,56,2,1,1,2335,3157,4,Yes,15,3,4,3,4,3,3,2,2,2,0
1314,1845,Female,Life Sciences,45,Married,Sales,Sales Executive,No,Non-Travel,589,2,4,3,67,3,2,3,5154,19665,4,No,22,4,2,2,10,3,4,8,7,5,7
1315,1847,Female,Other,36,Married,Research & Development,Research Scientist,No,Travel_Rarely,430,2,4,4,73,3,2,2,6962,19573,4,Yes,22,4,4,1,15,2,3,1,0,0,0
1316,1849,Male,Life Sciences,43,Married,Sales,Sales Executive,No,Travel_Frequently,1422,2,4,1,92,3,2,4,5675,19246,1,No,20,4,3,1,7,5,3,7,7,7,7
1317,1850,Female,Life Sciences,27,Single,Research & Development,Laboratory Technician,No,Travel_Frequently,1297,5,2,4,53,3,1,4,2379,19826,0,Yes,14,3,3,0,6,3,2,5,4,0,2
1318,1852,Male,Medical,29,Married,Research & Development,Laboratory Technician,No,Travel_Frequently,574,20,1,4,40,3,1,4,3812,7003,1,No,13,3,2,0,11,3,4,11,8,3,10
1319,1853,Male,Marketing,32,Single,Sales,Sales Executive,No,Travel_Frequently,1318,10,4,4,79,3,2,4,4648,26075,8,No,13,3,3,0,4,2,4,0,0,0,0
1320,1854,Male,Technical Degree,42,Married,Research & Development,Research Scientist,No,Non-Travel,355,10,4,3,38,3,1,3,2936,6161,3,No,22,4,2,2,10,1,2,6,3,3,3
1321,1856,Female,Life Sciences,47,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,207,9,4,2,64,3,1,3,2105,5411,4,No,12,3,3,0,7,2,3,2,2,2,0
1322,1857,Male,Life Sciences,46,Divorced,Research & Development,Manufacturing Director,No,Travel_Rarely,706,2,2,4,82,3,3,4,8578,19989,3,No,14,3,3,1,12,4,2,9,8,4,7
1323,1858,Male,Life Sciences,28,Divorced,Human Resources,Human Resources,No,Non-Travel,280,1,2,3,43,3,1,4,2706,10494,1,No,15,3,2,1,3,2,3,3,2,2,2
1324,1859,Male,Life Sciences,29,Divorced,Research & Development,Healthcare Representative,No,Travel_Rarely,726,29,1,4,93,1,2,3,6384,21143,8,No,17,3,4,2,11,3,3,7,0,1,6
1325,1860,Male,Life Sciences,42,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,1142,8,3,4,81,3,1,3,3968,13624,4,No,13,3,4,0,8,3,3,0,0,0,0
1326,1862,Male,Marketing,32,Single,Sales,Sales Executive,Yes,Travel_Rarely,414,2,4,3,82,2,2,2,9907,26186,7,Yes,12,3,3,0,7,3,2,2,2,2,2
1327,1863,Female,Technical Degree,46,Divorced,Sales,Sales Executive,No,Travel_Rarely,1319,3,3,1,45,4,4,1,13225,7739,2,No,12,3,4,1,25,5,3,19,17,2,8
1328,1864,Female,Medical,27,Married,Sales,Sales Representative,No,Travel_Rarely,728,23,1,2,36,2,2,3,3540,7018,1,No,21,4,4,1,9,5,3,9,8,5,8
1329,1865,Male,Medical,29,Married,Human Resources,Human Resources,No,Travel_Rarely,352,6,1,4,87,2,1,2,2804,15434,1,No,11,3,4,0,1,3,3,1,0,0,0
1330,1866,Female,Medical,43,Married,Research & Development,Manager,No,Travel_Rarely,823,6,3,1,81,2,5,3,19392,22539,7,No,13,3,4,0,21,2,3,16,12,6,14
1331,1867,Male,Life Sciences,48,Married,Research & Development,Research Director,No,Travel_Rarely,1224,10,3,4,91,2,5,2,19665,13583,4,No,12,3,4,0,29,3,3,22,10,12,9
1332,1868,Male,Life Sciences,29,Single,Research & Development,Research Scientist,Yes,Travel_Frequently,459,24,2,4,73,2,1,4,2439,14753,1,Yes,24,4,2,0,1,3,2,1,0,1,0
1333,1869,Female,Life Sciences,46,Married,Sales,Sales Executive,Yes,Travel_Rarely,1254,10,3,3,64,3,3,2,7314,14011,5,No,21,4,3,3,14,2,3,8,7,0,7
1334,1870,Female,Life Sciences,27,Married,Research & Development,Research Scientist,No,Travel_Frequently,1131,15,3,4,77,2,1,1,4774,23844,0,No,19,3,4,1,8,2,2,7,6,7,3
1335,1871,Male,Other,39,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,835,19,4,4,41,3,2,4,3902,5141,8,No,14,3,2,3,7,2,3,2,2,2,2
1336,1873,Male,Technical Degree,55,Married,Research & Development,Research Scientist,No,Travel_Rarely,836,2,4,2,98,2,1,4,2662,7975,8,No,20,4,2,1,19,2,4,5,2,0,4
1337,1875,Female,Medical,28,Married,Sales,Sales Representative,No,Travel_Rarely,1172,3,3,2,78,3,1,2,2856,3692,1,No,19,3,4,1,1,3,3,1,0,0,0
1338,1876,Male,Medical,30,Single,Sales,Sales Representative,Yes,Travel_Rarely,945,9,3,2,89,3,1,4,1081,16019,1,No,13,3,3,0,1,3,2,1,0,0,0
1339,1878,Male,Life Sciences,22,Single,Research & Development,Research Scientist,Yes,Travel_Rarely,391,7,1,4,75,3,1,2,2472,26092,1,Yes,23,4,1,0,1,2,3,1,0,0,0
1340,1880,Female,Technical Degree,36,Married,Sales,Sales Executive,No,Travel_Rarely,1266,10,4,2,63,2,2,3,5673,6060,1,Yes,13,3,1,1,10,4,3,10,9,1,7
1341,1881,Male,Life Sciences,31,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,311,20,3,2,89,3,2,3,4197,18624,1,No,11,3,1,1,10,2,3,10,8,0,2
1342,1882,Male,Life Sciences,34,Married,Sales,Sales Executive,No,Travel_Rarely,1480,4,3,3,64,3,3,4,9713,24444,2,Yes,13,3,4,3,9,3,3,5,3,1,0
1343,1883,Male,Life Sciences,29,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,592,7,3,4,59,3,1,1,2062,19384,3,No,14,3,2,0,11,2,3,3,2,1,2
1344,1885,Male,Medical,37,Married,Research & Development,Research Scientist,No,Travel_Rarely,783,7,4,4,78,3,2,1,4284,13588,5,Yes,22,4,3,1,16,2,3,5,3,0,4
1345,1886,Female,Other,35,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,219,16,2,4,44,2,2,2,4788,25388,0,Yes,11,3,4,0,4,2,3,3,2,0,2
1346,1888,Female,Life Sciences,45,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,556,25,2,2,93,2,2,4,5906,23888,0,No,13,3,4,2,10,2,2,9,8,3,8
1347,1890,Male,Human Resources,36,Single,Human Resources,Human Resources,No,Travel_Frequently,1213,2,1,2,94,2,2,4,3886,4223,1,No,21,4,4,0,10,2,2,10,1,0,8
1348,1892,Male,Life Sciences,40,Divorced,Research & Development,Manager,No,Travel_Rarely,1137,1,4,1,98,3,4,1,16823,18991,2,No,11,3,1,1,22,3,3,19,7,11,16
1349,1893,Female,Life Sciences,26,Married,Research & Development,Research Scientist,No,Travel_Rarely,482,1,2,2,90,2,1,3,2933,14908,1,Yes,13,3,3,1,1,3,2,1,0,1,0
1350,1898,Female,Medical,27,Single,Sales,Sales Executive,No,Travel_Rarely,511,2,2,1,89,4,2,3,6500,26997,0,No,14,3,2,0,9,5,2,8,7,0,7
1351,1900,Female,Medical,48,Divorced,Research & Development,Manager,No,Travel_Frequently,117,22,3,4,58,3,4,4,17174,2437,3,No,11,3,2,1,24,3,3,22,17,4,7
1352,1903,Male,Life Sciences,44,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,170,1,4,2,78,4,2,1,5033,9364,2,No,15,3,4,1,10,5,3,2,0,2,2
1353,1905,Male,Technical Degree,34,Married,Research & Development,Research Scientist,Yes,Non-Travel,967,16,4,4,85,1,1,1,2307,14460,1,Yes,23,4,2,1,5,2,3,5,2,3,0
1354,1907,Male,Life Sciences,56,Single,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1162,24,2,1,97,3,1,4,2587,10261,1,No,16,3,4,0,5,3,3,4,2,1,0
1355,1908,Male,Marketing,36,Married,Sales,Sales Executive,No,Travel_Rarely,335,17,2,3,33,2,2,2,5507,16822,2,No,16,3,3,2,12,1,1,4,2,1,3
1356,1909,Female,Marketing,41,Married,Sales,Sales Executive,No,Travel_Rarely,337,8,3,3,54,3,2,2,4393,26841,5,No,21,4,3,1,14,3,3,5,4,1,4
1357,1911,Male,Medical,42,Married,Research & Development,Research Director,No,Travel_Rarely,1396,6,3,3,83,3,3,1,13348,14842,9,No,13,3,2,1,18,3,4,13,7,5,7
1358,1912,Female,Medical,31,Divorced,Sales,Sales Executive,No,Travel_Rarely,1079,10,2,3,86,3,2,4,6583,20115,2,Yes,11,3,4,1,8,2,3,5,2,1,4
1359,1915,Female,Medical,34,Married,Sales,Sales Executive,No,Travel_Rarely,735,3,1,4,75,2,2,4,8103,16495,3,Yes,12,3,3,0,9,3,2,4,2,0,1
1360,1916,Female,Medical,31,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,471,4,3,1,62,4,1,3,3978,16031,8,No,12,3,2,1,4,0,2,2,2,2,2
1361,1918,Male,Other,26,Married,Research & Development,Laboratory Technician,No,Travel_Frequently,1096,6,3,3,61,4,1,4,2544,7102,0,No,18,3,1,1,8,3,3,7,7,7,7
1362,1922,Male,Medical,45,Single,Research & Development,Healthcare Representative,No,Travel_Frequently,1297,1,4,2,44,3,2,3,5399,14511,4,No,12,3,3,0,12,3,3,4,2,0,3
1363,1924,Male,Marketing,33,Single,Sales,Sales Executive,No,Travel_Rarely,217,10,4,2,43,3,2,3,5487,10410,1,No,14,3,2,0,10,2,2,10,4,0,9
1364,1927,Male,Life Sciences,28,Married,Sales,Sales Executive,No,Travel_Frequently,783,1,2,3,42,2,2,4,6834,19255,1,Yes,12,3,3,1,7,2,3,7,7,0,7
1365,1928,Male,Technical Degree,29,Single,Sales,Sales Representative,Yes,Travel_Frequently,746,24,3,3,45,4,1,1,1091,10642,1,No,17,3,4,0,1,3,3,1,0,0,0
1366,1929,Female,Life Sciences,39,Married,Sales,Sales Executive,No,Non-Travel,1251,21,4,1,32,1,2,3,5736,3987,6,No,19,3,3,1,10,1,3,3,2,1,2
1367,1931,Male,Technical Degree,27,Married,Research & Development,Research Scientist,No,Travel_Rarely,1354,2,4,2,41,3,1,2,2226,6073,1,No,11,3,3,1,6,3,2,5,3,1,2
1368,1932,Male,Other,34,Married,Research & Development,Research Scientist,No,Travel_Frequently,735,22,4,3,86,2,2,4,5747,26496,1,Yes,15,3,2,0,16,3,3,15,10,6,11
1369,1933,Female,Marketing,28,Single,Sales,Sales Executive,Yes,Travel_Rarely,1475,13,2,4,84,3,2,3,9854,23352,3,Yes,11,3,4,0,6,0,3,2,0,2,2
1370,1934,Male,Technical Degree,47,Married,Research & Development,Research Scientist,No,Non-Travel,1169,14,4,3,64,3,2,2,5467,2125,8,No,18,3,3,1,16,4,4,8,7,1,7
1371,1935,Female,Marketing,56,Married,Sales,Sales Executive,No,Travel_Rarely,1443,11,5,4,89,2,2,1,5380,20328,4,No,16,3,3,1,6,3,3,0,0,0,0
1372,1936,Male,Medical,39,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,867,9,2,1,87,3,2,1,5151,12315,1,No,25,4,4,1,10,3,3,10,0,7,9
1373,1937,Female,Medical,38,Divorced,Research & Development,Research Scientist,No,Travel_Frequently,1394,8,3,4,58,2,2,2,2133,18115,1,Yes,16,3,3,1,20,3,3,20,11,0,7
1374,1938,Female,Life Sciences,58,Married,Sales,Manager,No,Travel_Rarely,605,21,3,4,72,3,4,4,17875,11761,4,Yes,13,3,3,1,29,2,2,1,0,0,0
1375,1939,Female,Life Sciences,32,Single,Research & Development,Research Scientist,Yes,Travel_Frequently,238,5,2,1,47,4,1,3,2432,15318,3,Yes,14,3,1,0,8,2,3,4,1,0,3
1376,1940,Male,Life Sciences,38,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,1206,9,2,2,71,3,1,4,4771,14293,2,No,19,3,4,2,10,0,4,5,2,0,3
1377,1941,Male,Life Sciences,49,Married,Research & Development,Research Director,No,Travel_Frequently,1064,2,1,2,42,3,5,4,19161,13738,3,No,15,3,4,0,28,3,3,5,4,4,3
1378,1943,Male,Marketing,42,Divorced,Sales,Sales Executive,No,Travel_Rarely,419,12,4,2,77,3,2,4,5087,2900,3,Yes,12,3,3,2,14,4,3,0,0,0,0
1379,1944,Female,Human Resources,27,Married,Human Resources,Human Resources,Yes,Travel_Frequently,1337,22,3,1,58,2,1,2,2863,19555,1,No,12,3,1,0,1,2,3,1,0,0,0
1380,1945,Male,Medical,35,Married,Sales,Sales Executive,No,Travel_Rarely,682,18,4,2,71,3,2,1,5561,15975,0,No,16,3,4,1,6,2,1,5,3,0,4
1381,1947,Male,Medical,28,Single,Research & Development,Research Scientist,No,Non-Travel,1103,16,3,3,49,3,1,3,2144,2122,1,No,14,3,3,0,5,3,2,5,3,1,4
1382,1948,Male,Medical,31,Divorced,Research & Development,Research Scientist,No,Non-Travel,976,3,2,3,48,3,1,1,3065,3995,1,Yes,13,3,4,1,4,3,4,4,2,2,3
1383,1949,Male,Life Sciences,36,Married,Research & Development,Laboratory Technician,No,Non-Travel,1351,9,4,1,66,4,1,2,2810,9238,1,No,22,4,2,0,5,3,3,5,4,0,2
1384,1950,Male,Marketing,34,Single,Sales,Sales Executive,No,Travel_Rarely,937,1,3,1,32,3,3,4,9888,6770,1,No,21,4,1,0,14,3,2,14,8,2,1
1385,1951,Male,Medical,34,Divorced,Sales,Sales Executive,No,Travel_Rarely,1239,13,4,4,39,3,3,3,8628,22914,1,No,18,3,3,1,9,2,2,8,7,1,1
1386,1952,Male,Medical,26,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,157,1,3,3,95,3,1,1,2867,20006,0,No,13,3,4,0,8,6,2,7,7,7,6
1387,1954,Male,Life Sciences,29,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,136,1,3,1,89,3,2,1,5373,6225,0,No,12,3,1,1,6,5,2,5,3,0,2
1388,1955,Female,Medical,32,Divorced,Research & Development,Healthcare Representative,No,Non-Travel,1146,15,4,3,34,3,2,4,6667,16542,5,No,18,3,2,1,9,6,3,5,1,1,2
1389,1956,Male,Life Sciences,31,Married,Research & Development,Research Scientist,No,Travel_Frequently,1125,1,3,4,48,1,2,1,5003,5771,1,No,21,4,2,0,10,6,3,10,8,8,7
1390,1960,Male,Technical Degree,28,Divorced,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1404,17,3,3,32,2,1,4,2367,18779,5,No,12,3,1,1,6,2,2,4,1,0,3
1391,1961,Male,Life Sciences,38,Single,Sales,Sales Representative,No,Travel_Rarely,1404,1,3,1,59,2,1,1,2858,11473,4,No,14,3,1,0,20,3,2,1,0,0,0
1392,1962,Female,Life Sciences,35,Married,Sales,Sales Executive,No,Travel_Rarely,1224,7,4,3,55,3,2,4,5204,13586,1,Yes,11,3,4,0,10,2,3,10,8,0,9
1393,1965,Male,Marketing,27,Single,Sales,Sales Executive,No,Travel_Rarely,954,9,3,4,44,3,2,4,4105,5099,1,No,14,3,1,0,7,5,3,7,7,0,7
1394,1966,Male,Life Sciences,32,Single,Research & Development,Manufacturing Director,No,Travel_Rarely,1373,5,4,4,56,2,2,4,9679,10138,8,No,24,4,2,0,8,1,3,1,0,0,0
1395,1967,Male,Marketing,31,Married,Sales,Sales Executive,Yes,Travel_Frequently,754,26,4,1,63,3,2,4,5617,21075,1,Yes,11,3,3,0,10,4,3,10,7,0,8
1396,1968,Male,Life Sciences,53,Single,Sales,Sales Executive,Yes,Travel_Rarely,1168,24,4,1,66,3,3,1,10448,5843,6,Yes,13,3,2,0,15,2,2,2,2,2,2
1397,1969,Female,Life Sciences,54,Married,Research & Development,Research Scientist,No,Travel_Rarely,155,9,2,1,67,3,2,3,2897,22474,3,No,11,3,3,2,9,6,2,4,3,2,3
1398,1970,Male,Life Sciences,33,Divorced,Research & Development,Healthcare Representative,No,Travel_Frequently,1303,7,2,4,36,3,2,3,5968,18079,1,No,20,4,3,3,9,2,3,9,7,2,8
1399,1971,Male,Life Sciences,43,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,574,11,3,1,30,3,3,3,7510,16873,1,No,17,3,2,1,10,1,3,10,9,0,9
1400,1972,Male,Other,38,Married,Human Resources,Human Resources,No,Travel_Frequently,1444,1,4,4,88,3,1,2,2991,5224,0,Yes,11,3,2,1,7,2,3,6,2,1,2
1401,1973,Male,Human Resources,55,Married,Human Resources,Manager,No,Travel_Rarely,189,26,4,3,71,4,5,2,19636,25811,4,Yes,18,3,1,1,35,0,3,10,9,1,4
1402,1974,Female,Medical,31,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,1276,2,1,4,59,1,1,4,1129,17536,1,Yes,11,3,3,3,1,4,3,1,0,0,0
1403,1975,Male,Marketing,39,Single,Sales,Sales Executive,No,Travel_Rarely,119,15,4,2,77,3,4,1,13341,25098,0,No,12,3,1,0,21,3,3,20,8,11,10
1404,1976,Male,Life Sciences,42,Single,Research & Development,Research Scientist,No,Non-Travel,335,23,2,4,37,2,2,3,4332,14811,1,No,12,3,4,0,20,2,3,20,9,3,7
1405,1979,Female,Medical,31,Married,Research & Development,Research Director,No,Non-Travel,697,10,3,3,40,3,3,3,11031,26862,4,No,20,4,3,1,13,2,4,11,7,4,8
1406,1980,Female,Medical,54,Single,Research & Development,Manufacturing Director,No,Travel_Rarely,157,10,3,3,77,3,2,1,4440,25198,6,Yes,19,3,4,0,9,3,3,5,2,1,4
1407,1981,Male,Life Sciences,24,Single,Research & Development,Healthcare Representative,No,Travel_Rarely,771,1,2,2,45,2,2,3,4617,14120,1,No,12,3,2,0,4,2,2,4,3,1,2
1408,1982,Male,Other,23,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,571,12,2,4,78,3,1,4,2647,13672,1,No,13,3,3,0,5,6,4,5,2,1,4
1409,1985,Female,Technical Degree,40,Married,Research & Development,Laboratory Technician,No,Travel_Frequently,692,11,3,4,73,3,2,3,6323,26849,1,No,11,3,1,1,10,2,4,10,9,9,4
1410,1986,Female,Marketing,40,Married,Sales,Sales Executive,No,Travel_Rarely,444,2,2,2,92,3,2,2,5677,4258,3,No,14,3,3,1,15,4,3,11,8,5,10
1411,1987,Female,Human Resources,25,Married,Human Resources,Human Resources,No,Travel_Rarely,309,2,3,3,82,3,1,2,2187,19655,4,No,14,3,3,0,6,3,3,2,0,1,2
1412,1989,Male,Medical,30,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,911,1,2,4,76,3,1,2,3748,4077,1,No,13,3,3,0,12,6,2,12,8,1,7
1413,1992,Male,Other,25,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,977,2,1,4,57,3,1,3,3977,7298,6,Yes,19,3,3,1,7,2,2,2,2,0,2
1414,1993,Male,Medical,47,Single,Research & Development,Healthcare Representative,No,Travel_Rarely,1180,25,3,1,84,3,3,3,8633,13084,2,No,23,4,2,0,25,3,3,17,14,12,11
1415,1994,Male,Medical,33,Divorced,Research & Development,Laboratory Technician,No,Non-Travel,1313,1,2,2,59,2,1,3,2008,20439,1,No,12,3,3,3,1,2,2,1,1,0,0
1416,1995,Male,Life Sciences,38,Married,Sales,Sales Executive,No,Travel_Rarely,1321,1,4,4,86,3,2,2,4440,7636,0,No,15,3,1,2,16,3,3,15,13,5,8
1417,1996,Male,Life Sciences,31,Married,Sales,Sales Representative,No,Travel_Rarely,1154,2,2,1,54,3,1,3,3067,6393,0,No,19,3,3,1,3,1,3,2,2,1,2
1418,1997,Male,Life Sciences,38,Married,Research & Development,Manufacturing Director,No,Travel_Frequently,508,6,4,1,72,2,2,3,5321,14284,2,No,11,3,4,1,10,1,3,8,3,7,7
1419,1998,Male,Life Sciences,42,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,557,18,4,4,35,3,2,1,5410,11189,6,Yes,17,3,3,1,9,3,2,4,3,1,2
1420,1999,Male,Life Sciences,41,Married,Research & Development,Research Scientist,No,Travel_Rarely,642,1,3,4,76,3,1,4,2782,21412,3,No,22,4,1,1,12,3,3,5,3,1,0
1421,2000,Female,Medical,47,Married,Research & Development,Research Director,No,Non-Travel,1162,1,1,3,98,3,3,2,11957,17231,0,No,18,3,1,2,14,3,1,13,8,5,12
1422,2003,Male,Medical,35,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,1490,11,4,4,43,3,1,3,2660,20232,7,Yes,11,3,3,1,5,3,3,2,2,2,2
1423,2007,Male,Life Sciences,22,Single,Research & Development,Research Scientist,No,Travel_Rarely,581,1,2,4,63,3,1,3,3375,17624,0,No,12,3,4,0,4,2,4,3,2,1,2
1424,2008,Male,Medical,35,Single,Research & Development,Research Scientist,No,Travel_Rarely,1395,9,4,2,48,3,2,3,5098,18698,1,No,19,3,2,0,10,5,3,10,7,0,8
